timestamp,cpu,mem,disk,process_info
2025-10-01 15:41:25,42.9,55.0,77.9,0|System Idle Process|193.8|0.0078125;260|Code.exe|0.0|603.40234375;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.515625;15420|Code.exe|2.9|307.03125;15660|chrome.exe|61.7|536.9453125;20208|python3.11.exe|97.1|121.1171875
2025-10-01 15:41:26,41.1,55.0,77.9,0|System Idle Process|190.0|0.0078125;260|Code.exe|0.0|603.40234375;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.515625;15420|Code.exe|2.8|307.27734375;15660|chrome.exe|0.0|537.06640625;20208|python3.11.exe|97.1|121.1171875
2025-10-01 15:41:28,23.7,55.0,77.9,0|System Idle Process|104.8|0.0078125;260|Code.exe|0.0|603.40234375;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.515625;15420|Code.exe|0.0|307.70703125;15660|chrome.exe|75.8|538.86328125;20208|python3.11.exe|96.8|120.859375
2025-10-01 15:41:29,28.3,55.0,77.9,0|System Idle Process|177.9|0.0078125;260|Code.exe|0.0|603.40234375;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.515625;15420|Code.exe|0.0|307.70703125;15660|chrome.exe|29.5|537.50390625;20208|python3.11.exe|82.2|120.859375
2025-10-01 15:41:30,37.0,55.0,77.9,0|System Idle Process|228.0|0.0078125;260|Code.exe|0.0|603.40234375;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.515625;15420|Code.exe|0.0|307.9921875;15660|chrome.exe|0.0|537.53125;20208|python3.11.exe|95.5|121.1171875;25536|msedge.exe|27.3|111.19921875
2025-10-01 15:41:31,41.1,54.9,77.9,0|System Idle Process|268.6|0.0078125;260|Code.exe|0.0|603.40234375;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.515625;15420|Code.exe|5.6|308.10546875;15660|chrome.exe|33.3|537.55078125;20208|python3.11.exe|94.4|120.87109375
2025-10-01 15:41:34,31.2,54.9,77.9,0|System Idle Process|186.2|0.0078125;260|Code.exe|0.0|603.40625;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.515625;15420|Code.exe|0.0|308.3828125;15660|chrome.exe|42.5|536.234375;20208|python3.11.exe|92.5|120.890625
2025-10-01 15:41:35,50.2,54.9,77.9,0|System Idle Process|287.6|0.0078125;260|Code.exe|0.0|603.40625;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.515625;15420|Code.exe|0.0|308.3828125;15660|chrome.exe|45.1|536.33984375;20208|python3.11.exe|76.5|120.89453125
2025-10-01 15:41:36,31.7,54.9,77.9,0|System Idle Process|140.0|0.0078125;260|Code.exe|0.0|603.42578125;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.53125;15420|Code.exe|0.0|308.6953125;15660|chrome.exe|69.4|536.53125;20208|python3.11.exe|97.1|120.890625
2025-10-01 15:41:37,52.5,54.8,77.9,0|System Idle Process|289.6|0.0078125;260|Code.exe|0.0|603.42578125;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.53125;15420|Code.exe|9.5|308.69921875;15660|chrome.exe|23.8|535.3515625;20208|python3.11.exe|99.8|120.890625
2025-10-01 15:41:39,25.3,54.8,77.9,0|System Idle Process|208.2|0.0078125;260|Code.exe|0.0|603.42578125;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.53125;15420|Code.exe|0.0|309.3203125;15660|chrome.exe|92.1|535.7578125;20208|python3.11.exe|89.4|120.890625
2025-10-01 15:41:41,87.8,55.1,77.9,0|System Idle Process|264.4|0.0078125;260|Code.exe|0.0|603.42578125;1792|MemCompression|0.0|418.8203125;12944|MsMpEng.exe|0.0|249.53125;15420|Code.exe|0.0|309.375;15660|chrome.exe|31.6|535.078125;20208|python3.11.exe|47.5|121.140625
2025-10-01 15:41:43,87.1,55.2,77.9,0|System Idle Process|65.6|0.0078125;260|Code.exe|0.0|603.42578125;1792|MemCompression|0.0|418.8203125;8596|chrome.exe|69.2|150.7265625;11420|chrome.exe|74.4|159.48828125;11620|dwm.exe|37.2|61.3828125;12944|MsMpEng.exe|0.0|249.53125;15420|Code.exe|0.0|309.515625;15660|chrome.exe|41.4|536.43359375;20208|python3.11.exe|60.0|121.140625
2025-10-01 15:41:44,37.4,55.2,77.9,260|Code.exe|0.0|603.42578125;1792|MemCompression|0.0|418.8203125;8596|chrome.exe|70.1|156.4609375;11420|chrome.exe|63.6|159.5390625;11620|dwm.exe|54.5|61.3828125;12944|MsMpEng.exe|0.0|249.53125;15420|Code.exe|66.5|309.37109375;15660|chrome.exe|83.1|539.0;20208|python3.11.exe|50.4|121.13671875
2025-10-01 15:41:46,29.4,55.2,77.9,0|System Idle Process|246.1|0.0078125;260|Code.exe|0.0|603.42578125;1792|MemCompression|0.0|418.8203125;11420|chrome.exe|25.8|159.4609375;11620|dwm.exe|26.4|61.3828125;12944|MsMpEng.exe|0.0|249.53125;15420|Code.exe|3.3|309.75390625;15660|chrome.exe|31.9|536.25390625;20208|python3.11.exe|51.6|120.890625
2025-10-01 15:41:48,41.6,55.3,77.9,0|System Idle Process|160.3|0.0078125;260|Code.exe|0.0|603.42578125;1792|MemCompression|0.0|418.83203125;12944|MsMpEng.exe|0.0|249.54296875;15420|Code.exe|0.0|310.14453125;15660|chrome.exe|40.1|537.06640625;20208|python3.11.exe|100.0|120.89453125
2025-10-01 15:41:49,45.5,55.3,77.9,0|System Idle Process|243.2|0.0078125;260|Code.exe|3.2|603.42578125;1792|MemCompression|0.0|418.83203125;12944|MsMpEng.exe|0.0|249.54296875;15420|Code.exe|0.0|310.14453125;15660|chrome.exe|99.7|537.0703125;20208|python3.11.exe|100.3|120.89453125
